Year_and_Month,Num_Sold,Average_Transaction,Product,Categoryid
"2022 08",8,5.240000,"Day Designer Daily Planner (Undated)",110
"2022 08",8,233.920000,"Conflict Resolution",100
"2022 08",8,12.320000,"Gorilla Glue Super Glue Gel",110
"2022 08",8,26.520000,"Disposable Paper Palette Pad (30 Sheets)",115
"2022 08",8,9.450000,"Pilot G2 Retractable Gel Pens (Black)",110
"2022 08",8,136.120000,"Bose SoundSport Free",120
"2022 08",8,28.920000,Blink,125
"2022 08",8,111.600000,"Phonetics and Phonology",100
"2022 08",8,12.150000,"LTCA Year Up Mouse Pad (Black)",130
"2022 08",8,120.820000,"Razer Kraken X",120
"2022 08",8,7.000000,"LTCA Year Up USB Flash Drive (32GB)",130
"2022 08",8,8.000000,"LTCA Year Up Mechanical Pencil (Pack of 2)",130
"2022 08",8,2.880000,"Five Star Wirebound Notebook (3 Subject, Wide Ruled)",110
"2022 08",8,33.130000,"Microsoft Surface 65W Power Supply",120
"2022 08",8,13.130000,"Princeton Velvetouch Mixed-Media Brushes (Set of 4)",115
"2022 08",8,20.360000,"The Catcher in the Rye",125
"2022 08",8,102.090000,"Sony WH-1000XM5",120
"2022 08",8,26.400000,"The Art of War",125
"2022 08",8,7.850000,"Zebra Mildliner Highlighters (Pastel Colors, Pack of 15)",110
"2022 08",8,12.700000,"Staples D-Ring Binder (3-inch, Red)",110
"2022 08",8,19.480000,"Self-Healing Cutting Mat (18x24 inches)",115
"2022 08",8,209.240000,"Epidemiology: Basics and Applications",100
"2022 08",8,28.700000,"Faber-Castell Polychromos Colored Pencils (Set of 24)",110
"2022 08",8,43.300000,"LTCA Year Up Laptop Sleeve (15-inch)",130
"2022 08",7,36.150000,"LTCA Year Up Gym Duffel Bag (Navy Blue)",130
"2022 08",7,6.020000,"Sharpie Fine Point Permanent Markers (Black)",110
"2022 08",7,801.880000,"Apple iPad Pro (12.9-inch, M2)",120
"2022 08",7,883.480000,"TCL NXTPAPER 10s",120
"2022 08",7,109.220000,"Sennheiser HD 450BT",120
"2022 08",7,115.280000,"Pathophysiology Essentials",100
"2022 08",7,24.330000,"LTCA Year Up Throw Pillow (Navy and Gold Logo)",130
"2022 08",7,6.850000,"Paper Mate Flair Felt Tip Pens (Assorted Colors)",110
"2022 08",7,12.300000,"LTCA Year Up Poster (Motivational Quote)",130
"2022 08",7,188.200000,"Fluid Mechanics",100
"2022 08",7,52.400000,"LTCA Year Up Long-Sleeve Tee (Black)",130
"2022 08",7,32.640000,"Strathmore Toned Tan Sketch Paper Pad (9x12 inches)",115
"2022 08",7,12.300000,"Elmers Glue-All (16 oz)",115
"2022 08",7,14.000000,"LTCA Year Up USB Flash Drive (64GB)",130
"2022 08",7,1301.880000,"HP Pavilion 14",120
"2022 08",7,27.520000,"Air-Dry Clay (10 lbs, White)",115
"2022 08",7,24.280000,"Fan Brush Set (Set of 6, Synthetic Hair)",115
"2022 08",7,280.280000,"Machine Learning Basics",100
"2022 08",7,114.710000,"Anker Soundcore Life Q30",120
"2022 08",7,20.360000,"Moleskine Classic Hardcover Notebook (Grid, Red)",110
"2022 08",7,217.340000,"Statistical Inference",100
"2022 08",7,9.090000,"Staedtler White Vinyl Erasers (Pack of 4)",110
"2022 08",7,29.300000,"Wax Carving Tools (Set of 10)",115
"2022 08",7,752.820000,"ASUS Vivobook 13 Slate OLED",120
"2022 08",7,12.000000,"Tombow Fudenosuke Brush Pens (Hard and Soft Tip)",115
"2022 08",7,171.900000,"Art History: The Renaissance to Modernism",100
"2022 08",7,26.520000,"A Brief History of Time",125
"2022 08",7,24.280000,"Sta-Wet Palette for Acrylic Paints",115
"2022 08",7,737.520000,"Amazon Fire HD 10 Plus",120
"2022 08",7,34.430000,"UGREEN Nexode 140W USB-C Charger",120
"2022 08",7,17.700000,"How to Win Friends and Influence People",125
"2022 08",7,152.400000,"International Business",100
"2022 08",7,20.360000,"LTCA Year Up Trucker Hat (Blue Mesh)",130
"2022 08",7,253.400000,"Blockchain Technology",100
"2022 08",7,336.480000,"Notion Pro",120
"2022 08",7,6.020000,"Staedtler Mars Lumograph Drawing Pencils (Set of 12)",110
"2022 08",6,28.880000,"Dell 130W USB-C Charger",120
"2022 08",6,44.000000,"LTCA Year Up Classic Cotton T-Shirt (White)",130
"2022 08",6,145.970000,"Discrete Mathematics",100
"2022 08",6,379.400000,"Casio fx-CG50",120
"2022 08",6,241.400000,"International Relations Today",100
"2022 08",6,24.280000,Meditations,125
"2022 08",6,52.960000,"Gamblin 1980 Oil Color Set (8 Tubes)",115
"2022 08",6,77.810000,"Philips Hue Play HDMI Sync Box",120
"2022 08",6,219.300000,"Organic Chemistry II",100
"2022 08",6,126.180000,"Logitech G PRO X Wireless",120
"2022 08",6,57.120000,"Faber-Castell Pitt Artist Pens (Set of 12, Black)",115
"2022 08",6,47.610000,"LTCA Year Up Power Bank (10,000mAh)",130
"2022 08",6,10.160000,"Sticky Flags for Page Marking (Assorted Colors)",110
"2022 08",6,74.280000,"Test Prep Workbook for GED",125
"2022 08",6,134.800000,"American History Since 1865",100
"2022 08",6,33.130000,"ASUS USB-C 65W Charger",120
"2022 08",6,26.520000,"Black Holes and Baby Universes",125
"2022 08",6,228.300000,"Leadership and Management Principles",100
"2022 08",6,19.480000,"Steel Ruler (12-inch)",115
"2022 08",6,233.920000,"Educational Psychology",100
"2022 08",6,47.610000,"Melissa & Doug Easel Paper Rolls (2-Pack)",115
"2022 08",6,144.400000,"Human Resource Management",100
"2022 08",6,1763.700000,"MSI Creator Z16",120
"2022 08",6,228.300000,"Research Methods in Social Sciences",100
"2022 08",6,244.900000,"General Chemistry: Concepts and Applications",100
"2022 08",6,4.000000,"LTCA Year Up Car Decal (Window Cling)",130
"2022 08",6,9.450000,"Pilot G2 Retractable Gel Pens (Blue)",110
"2022 08",6,44.400000,"LTCA Year Up Performance Dri-Fit T-Shirt (Gray)",130
"2022 08",6,12.120000,"Mead Cambridge Business Notebook (Professional Design)",110
"2022 08",6,10.160000,"Pentel Hi-Polymer Block Erasers (Pack of 3)",110
"2022 08",6,312.700000,"Java Development Kit (JDK)",120
"2022 08",6,12.700000,"The Omnivore’s Dilemma",125
"2022 08",6,26.400000,"LTCA Year Up Picnic Blanket",130
"2022 08",6,29.810000,"Anker PowerPort III 65W Pod",120
"2022 08",6,24.200000,"CliffsNotes Chemistry Quick Review",125
"2022 08",6,111.900000,"Introduction to Mechanical Engineering",100
"2022 08",6,9.090000,"Daler-Rowney Gouache Paint Set (12 Tubes)",115
"2022 08",6,6.020000,"Stabilo Boss Original Highlighters (Fluorescent, Pack of 6)",110
"2022 08",6,12.700000,"Moleskine Weekly Planner (2024, Black)",110
"2022 08",6,241.400000,"Gender Studies: Key Texts",100
"2022 08",6,178.800000,"Shakespeare’s Works",100
"2022 08",6,17.700000,"You Are a Badass",125
"2022 08",6,1317.700000,"Dell Inspiron 15",120
"2022 08",6,213.820000,"Mental Health Nursing",100
"2022 08",6,1717.700000,"Apple MacBook Pro (M2, 14-inch)",120
"2022 08",6,204.580000,"Chinese Characters Made Easy",100
"2022 08",6,2.400000,"Prismacolor Premier Colored Pencils (Set of 48)",110
"2022 08",6,6.020000,"Sharpie Fine Point Permanent Markers (Assorted Colors, Pack of 12)",110
"2022 08",6,9.090000,"Field Notes Original Kraft Memo Books (3-Pack)",110
"2022 08",6,72.500000,"CalDigit TS4 Thunderbolt 4 Dock",120
"2022 08",6,13.000000,"LTCA Year Up Phone Stand (Adjustable)",130
"2022 08",6,683.360000,"HP Elite x2 G8",120
"2022 08",6,212.320000,"Medical Terminology",100
"2022 08",6,116.200000,"Abstract Algebra",100
"2022 08",6,6.000000,"ArtBin Essentials Box (Plastic Storage Container)",115
"2022 08",6,10.160000,"Desk Drawer Organizer Bins (Set of 6)",110
"2022 08",6,1317.700000,"Dell XPS 13",120
"2022 08",6,237.280000,"Microsoft Office 365",120
"2022 08",6,9.950000,"Command Poster Strips",110
"2022 08",6,12.400000,"Laminate File Jackets (Assorted Colors, Pack of 12)",110
"2022 08",6,74.280000,"GRE Math Review",125
"2022 08",6,40.550000,"LTCA Year Up Coasters (Set of 4, Cork)",130
"2022 08",6,26.520000,"LTCA Year Up Soccer Ball (Regulation Size)",130
"2022 08",6,112.000000,"Hand Lettering Practice Workbook",115
"2022 08",5,134.800000,"Physical Therapy Principles",100
"2022 08",5,12.150000,"LTCA Year Up Mouse Pad (Blue)",130
"2022 08",5,65.500000,"LTCA Year Up Pullover Hoodie (Navy Blue)",130
"2022 08",5,28.360000,"Chavant NSP Soft Sculpting Clay (Green)",115
"2022 08",5,19.360000,"Catching Fire",125
"2022 08",5,77.360000,"Sony ECM-W2BT Wireless Microphone",120
"2022 08",5,20.360000,"Newsprint Paper Pad (18x24 inches)",115
"2022 08",5,152.400000,"Marketing Fundamentals",100
"2022 08",5,30.620000,"Aukey Omnia 65W Fast Charger",120
"2022 08",5,1717.700000,"Apple MacBook Air (M2, 13-inch)",120
"2022 08",5,7.850000,"3M Transparent Tape (Pack of 12)",110
"2022 08",5,5.000000,"Fine Mist Spray Bottle for Watercolors",115
"2022 08",5,144.000000,"Entrepreneurship and Innovation",100
"2022 08",5,4.240000,"Elmers Washable School Glue (4 oz)",110
"2022 08",5,18.000000,"LTCA Year Up Sticky Notes Set",130
"2022 08",5,272.240000,"Tableau Desktop",120
"2022 08",5,265.070000,"SPSS Statistics for Students",120
"2022 08",5,903.900000,"Xiaomi Pad 5 Pro",120
"2022 08",5,30.620000,"Samsung 25W Super Fast Charger",120
"2022 08",5,110.250000,"Introduction to Electrical Engineering",100
"2022 08",5,10.100000,"Holbein Artist Gouache Set (24 Colors)",115
"2022 08",5,17.700000,"Girl, Wash Your Face",125
"2022 08",5,28.690000,"Apple 67W USB-C Power Adapter",120
"2022 08",5,26.520000,"Sculpey Polymer Clay Starter Kit (Set of 12 Colors)",115
"2022 08",5,44.500000,"Field Sketch Easel (Aluminum, Portable)",115
"2022 08",5,8.450000,"Pilot Precise V5 RT Rollerball Pens (Black)",110
"2022 08",5,296.600000,"Visual Studio 2022",120
"2022 08",5,67.850000,"LSAT Logical Reasoning Practice",100
"2022 08",5,245.470000,"Environmental Policy and Law",100
"2022 08",5,26.520000,Cosmos,125
"2022 08",5,24.200000,"LTCA Year Up Passport Holder (Leather)",130
"2022 08",5,230.700000,"Child Development",100
"2022 08",5,195.300000,"Ethics in Research",100
"2022 08",5,76.400000,"IELTS Academic Study Guide",125
"2022 08",5,15.240000,"In Defense of Food",125
"2022 08",5,206.160000,"Introduction to Philosophy",100
"2022 08",5,44.500000,"LTCA Year Up Fleece Blanket (Gray)",130
"2022 08",5,10.100000,"Letter Opener (Stainless Steel)",110
"2022 08",5,183.480000,"Calculus II",100
"2022 08",5,24.200000,"LTCA Year Up ID Holder with Lanyard",130
"2022 08",5,65.500000,"LTCA Year Up Pullover Hoodie (Gray)",130
"2022 08",5,20.360000,"Thinking, Fast and Slow",125
"2022 08",5,9.950000,"Uni-ball Vision Elite Rollerball Pens (Blue)",110
"2022 08",5,232.400000,"Astronomy Today",100
"2022 08",5,4.320000,"BIC Xtra-Smooth Mechanical Pencils (0",110
"2022 08",5,24.280000,"The Gifts of Imperfection",125
"2022 08",5,30.160000,"RAVPower 60W 6-Port USB Charger",120
"2022 08",5,45.450000,"The Norton Anthology of English Literature",125
"2022 08",5,6.520000,"Electric Desktop Pencil Sharpener (Heavy Duty)",110
"2022 08",5,17.700000,"To Kill a Mockingbird",125
"2022 08",5,19.360000,Wild,125
"2022 08",5,12.120000,"Winsor & Newton Cotman Watercolor Brushes (Set of 5)",115
"2022 08",5,165.500000,"Principles of Accounting",100
"2022 08",5,122.210000,"Pharmacology: A Comprehensive Guide",100
"2022 08",5,237.280000,"Adobe Creative Cloud Suite",120
"2022 08",5,68.880000,"Logitech K780 Multi-Device Keyboard",120
"2022 08",5,10.100000,"Legal Ruled Notepads (Yellow, Pack of 3)",110
"2022 08",5,76.860000,"RODE NT-USB Mini Microphone",120
"2022 08",5,61.140000,"LTCA Year Up Embroidered Baseball Cap (Gray)",130
"2022 08",5,113.820000,"Jabra Elite 85h",120
"2022 08",5,9.090000,"Sticky Notes (3x3, Yellow, Pack of 12)",110
"2022 08",5,33.100000,"LTCA Year Up Classic Cotton T-Shirt (Black)",130
"2022 08",5,20.360000,"Ruler (12-inch, Stainless Steel)",110
"2022 08",5,52.900000,"GRE Prep 101",100
"2022 08",5,29.300000,"Life of Pi",125
"2022 08",5,232.400000,"Anatomy and Physiology",100
"2022 08",5,27.520000,"LTCA Year Up Foam Finger (Black)",130
"2022 08",5,8.000000,"LTCA Year Up Gel Pen (Pack of 2)",130
"2022 08",5,57.120000,"LTCA Year Up Track Jacket (Navy Blue)",130
"2022 08",5,195.090000,"Introduction to Cybersecurity",100
"2022 08",5,24.280000,"Masterson Artist Palette Seal",115
"2022 08",5,6.520000,"Pentel EnerGel Deluxe Retractable Pens (Black)",110
"2022 08",5,265.070000,"Grammarly Premium",120
"2022 08",5,76.360000,"Logitech StreamCam",120
"2022 08",5,1257.120000,"Microsoft Surface Laptop 5",120
"2022 08",5,133.100000,"Business Law Today",100
"2022 08",5,33.100000,"LTCA Year Up Canvas Tote Bag",130
"2022 08",5,76.530000,"Blue Yeti Nano USB Microphone",120
"2022 08",5,39.750000,"LTCA Year Up Wall Clock (Round, Black)",130
"2022 08",5,39.750000,"Mod Podge Matte Finish (8 oz)",115
"2022 08",5,207.850000,"Sharp EL-W516T",120
"2022 08",5,195.300000,"Forensic Science",100
"2022 08",5,9.950000,"Swingline Standard Stapler (Black)",110
"2022 08",5,96.280000,"German Language Essentials",100
"2022 08",5,34.140000,"HyperJuice GaN 100W Charger",120
"2022 08",5,280.280000,"Introduction to Databases",100
"2022 08",5,9.090000,"LTCA Year Up Coffee Tumbler (Stainless Steel)",130
"2022 08",5,201.800000,"World History: Ancient to Modern",100
"2022 08",5,20.360000,"Deep Work",125
"2022 08",5,7.850000,"Fellowes Mesh Desk Organizer",110
"2022 08",5,12.400000,"Calculator Cover Case",110
"2022 08",5,7.850000,"Ticonderoga No",110
"2022 08",5,12.150000,"Olfa Rotary Cutter (45mm)",115
"2022 08",5,7.850000,"Bic Cristal Ballpoint Pens (Black, Pack of 10)",110
"2022 08",5,9.090000,"File Labels (White, Self-Adhesive, Pack of 50)",110
"2022 08",5,20.360000,"Oxford Twin-Pocket Folders (Assorted Colors, Pack of 10)",110
"2022 08",5,19.360000,"Acrylic Paint Set (Set of 12 Tubes)",110
"2022 08",5,134.560000,"Differential Equations",100
"2022 08",5,1061.140000,"Acer Aspire 5",120
"2022 08",5,13.130000,"The Hunger Games",125
"2022 08",5,8.000000,"Winsor & Newton Masking Fluid (75ml)",115
"2022 08",5,205.800000,"Principles of Sociology",100
"2022 08",5,12.300000,"Pencil and Marker Organizer Tray",115
"2022 08",5,16.600000,"Wire Armature for Sculpting (16 Gauge, 10 feet)",115
"2022 08",5,343.970000,"Slack Premium",120
"2022 08",5,24.330000,"Studio Floor Easel (H-Frame, Wood)",115
"2022 08",5,29.810000,"HP 65W Slim Charger",120
"2022 08",5,1292.000000,"ASUS VivoBook S15",120
"2022 08",5,8.360000,"UHU Stic Glue Stick (Pack of 3)",110
"2022 08",5,24.330000,"LTCA Year Up Throw Pillow (Black and White Logo)",130
"2022 08",5,40.550000,"UHU Glue Stick (Pack of 3)",115
"2022 08",5,26.400000,"Glass Paint Mixing Palette (12x16 inches)",115
"2022 08",4,217.340000,"Community Health",100
"2022 08",4,221.480000,"Fundamentals of Nursing",100
"2022 08",4,603.500000,"Apple iPad Mini",120
"2022 08",4,17.700000,"Smead Expanding File Folder (13-Pocket, Letter Size)",110
"2022 08",4,26.520000,"Wooden Oval Paint Palette",115
"2022 08",4,281.430000,"Final Draft 12",120
"2022 08",4,233.920000,"Critical Thinking and Logic",100
"2022 08",4,19.360000,"Avery Heavy-Duty 3-Ring Binder (1-inch, White)",110
"2022 08",4,10.100000,"Canson XL Mixed Media Sketchbook (9x12 inches)",110
"2022 08",4,20.360000,"Moleskine Classic Hardcover Notebook (Ruled, Black)",110
"2022 08",4,379.400000,"Casio fx-9750GII",120
"2022 08",4,20.360000,"Wall-Mounted Dry Erase Board (18x24 inches)",110
"2022 08",4,72.870000,"SanDisk Extreme Portable SSD (1TB)",120
"2022 08",4,13.130000,"LTCA Year Up Keychain (Metal)",130
"2022 08",4,11.000000,"X-Acto Knife Set with Extra Blades",115
"2022 08",4,57.700000,"LTCA Year Up Lightweight Windbreaker (Gray)",130
"2022 08",4,15.350000,"LTCA Year Up Spiral Notebook (Black)",130
"2022 08",4,57.700000,"Copic Sketch Markers (Set of 24)",115
"2022 08",4,48.960000,"Arteza Acrylic Paint Set (60 Colors)",115
"2022 08",4,18.000000,"Plaster of Paris (5 lbs)",115
"2022 08",4,215.770000,"Probability and Statistics",100
"2022 08",4,23.440000,"LTCA Year Up Lanyard (Black)",130
"2022 08",4,17.700000,"Blue Sky Academic Planner (July 2024 – June 2025)",110
"2022 08",4,28.920000,"LTCA Year Up Beanie Hat (Gray)",130
"2022 08",4,55.000000,"LTCA Year Up Long-Sleeve Tee (Gray)",130
"2022 08",4,33.100000,"Winsor & Newton Professional Watercolor Set (12 Tubes)",115
"2022 08",4,244.900000,"Environmental Science",100
"2022 08",4,6.000000,"LTCA Year Up Earbuds (Wired)",130
"2022 08",4,13.000000,"Kid-Safe Scissors (Set of 2)",115
"2022 08",4,108.330000,"JBL Live 660NC",120
"2022 08",4,12.120000,"Harry Potter and the Prisoner of Azkaban",125
"2022 08",4,108.330000,"Samsung Galaxy Buds 2 Pro",120
"2022 08",4,827.450000,"Lenovo Tab P12 Pro",120
"2022 08",4,10.100000,"Cable Management Clips (Set of 20)",110
"2022 08",4,39.750000,"Aleenes Tacky Glue (4 oz)",115
"2022 08",4,53.440000,"AP Calculus AB & BC Prep",125
"2022 08",4,715.000000,"Samsung Galaxy Tab S9 Ultra",120
"2022 08",4,28.920000,"Black Drawing Paper Pad (8.5x11 inches)",115
"2022 08",4,20.360000,"LTCA Year Up Flat-Brim Hat (Black)",130
"2022 08",4,27.520000,"The Body: A Guide for Occupants",125
"2022 08",4,171.980000,"Introduction to Film Studies",100
"2022 08",4,116.200000,"Spanish for Beginners",100
"2022 08",4,12.000000,"Pilot Parallel Pen Calligraphy Set",115
"2022 08",4,28.920000,"LTCA Year Up Beanie Hat (Black)",130
"2022 08",4,171.900000,"Creative Writing Workshop",100
"2022 08",4,59.580000,"LTCA Year Up Pullover Hoodie (Black)",130
"2022 08",4,16.600000,"LTCA Year Up Spiral Notebook (Blue)",130
"2022 08",4,9.090000,"Winsor & Newton Watercolor Paint Set (12 Colors)",110
"2022 08",4,68.880000,"Microsoft Sculpt Ergonomic Keyboard",120
"2022 08",4,1294.300000,"Lenovo IdeaPad Flex 5",120
"2022 08",4,71.800000,"MCAT Biology and Biochemistry",100
"2022 08",4,213.820000,"Nutrition for Health and Fitness",100
"2022 08",4,296.600000,"Intuit QuickBooks Student Edition",120
"2022 08",4,132.300000,"Robotics: Concepts and Control",100
"2022 08",4,4.000000,"Stretched Canvas (16x20 inches, Pack of 2)",115
"2022 08",4,28.920000,"Canson Comic Book Art Boards (11x17 inches)",115
"2022 08",4,24.280000,"LTCA Year Up Gym Towel",130
"2022 08",4,38.360000,"Roget’s Thesaurus",125
"2022 08",4,63.700000,"LTCA Year Up Trucker Hat (Black Mesh)",130
"2022 08",4,15.240000,"A Thousand Splendid Suns",125
"2022 08",4,14.600000,"Art Supply Caddy (Rolling Cart)",115
"2022 08",4,119.810000,"HyperX Cloud II Wireless",120
"2022 08",4,2.400000,"Five Star Wirebound Notebook (1 Subject, College Ruled)",110
"2022 08",4,26.520000,"LTCA Year Up Folding Stadium Seat",130
"2022 08",4,232.120000,"Urban Studies and Planning",100
"2022 08",4,24.000000,"Plastic Palette Knives (Set of 5)",115
"2022 08",4,4.320000,"Rhodia DotPad No",110
"2022 08",4,24.330000,"Tabletop Easel (Adjustable)",115
"2022 08",4,76.360000,"Kensington SD5700T Docking Station",120
"2022 08",4,131.070000,"Turtle Beach Stealth 700 Gen 2",120
"2022 08",4,28.360000,"LTCA Year Up Cooler Bag (Soft-Sided)",130
"2022 08",4,25.450000,Becoming,125
"2022 08",4,193.250000,"Fundamentals of Thermodynamics",100
"2022 08",4,19.360000,"LTCA Year Up Keychain (Rubberized)",130
"2022 08",4,114.710000,"Shure AONIC 50",120
"2022 08",4,9.090000,"Badge Lanyards (Assorted Colors, Set of 5)",110
"2022 08",4,40.550000,"LTCA Year Up Cutting Board (Bamboo)",130
"2022 08",4,14.320000,"HP Premium32 Printer Paper (32 lb, 500 Sheets)",110
"2022 08",4,223.800000,"Macroeconomics: Concepts and Applications",100
"2022 08",4,206.160000,"Introduction to Psychology",100
"2022 08",4,32.110000,"Lenovo ThinkPad 90W AC Adapter",120
"2022 08",4,61.140000,"LTCA Year Up Embroidered Baseball Cap (Navy Blue)",130
"2022 08",4,34.640000,"Daniel Smith Extra Fine Watercolors (6-Tube Set)",115
"2022 08",4,17.700000,"Pendaflex Hanging File Folders (Assorted Colors, Pack of 25)",110
"2022 08",4,178.600000,"Calculus I",100
"2022 08",4,852.940000,"Dell Latitude 7320 Detachable",120
"2022 08",4,63.700000,"Fabriano Watercolor Paper (12-Sheet Block, Cold Pressed)",115
"2022 08",4,20.360000,"The Bluebook: A Uniform System of Citation",125
"2022 08",4,28.920000,"The Tipping Point",125
"2022 08",4,49.360000,"AP Biology Prep",125
"2022 08",4,27.520000,"A Short History of Nearly Everything",125
"2022 08",4,71.740000,"Anker PowerExpand USB-C Dock",120
"2022 08",4,253.160000,"Artificial Intelligence: Principles and Practice",100
"2022 08",4,367.080000,"Texas Instruments TI-84 Plus CE",120
